CustomerID,Recency,Frequency,Monetary,Cluster_Name
846,133,1,14467,Loyal Customers
847,233,22,4432,Loyal Customers
848,12,37,12102,Loyal Customers
849,346,1,15800,Champions
850,46,1,13869,Champions
851,34,21,7063,Loyal Customers
852,78,15,7938,Loyal Customers
853,218,17,12499,At Risk / Lost
854,301,22,12343,Champions
855,73,38,1945,Recent Low-Value
856,282,35,14042,Champions
857,249,16,16866,Recent Low-Value
858,47,8,4212,At Risk / Lost
859,121,17,12880,Loyal Customers
860,214,17,15790,At Risk / Lost
861,239,26,10188,Loyal Customers
862,56,13,1609,Champions
863,350,17,12504,Loyal Customers
864,107,38,1678,Recent Low-Value
865,319,17,17363,Recent Low-Value
866,48,14,18646,At Risk / Lost
867,61,6,14206,Champions
868,337,35,9940,Recent Low-Value
869,26,14,13031,At Risk / Lost
870,292,8,1459,Champions
871,257,15,4342,Champions
872,8,27,16564,At Risk / Lost
873,113,13,19216,Recent Low-Value
874,355,31,2809,Recent Low-Value
875,253,35,18906,At Risk / Lost
876,180,6,12891,Recent Low-Value
877,207,5,17151,At Risk / Lost
878,303,22,18980,Recent Low-Value
879,127,23,3599,Recent Low-Value
880,56,25,11790,At Risk / Lost
881,214,34,8180,At Risk / Lost
882,14,26,1289,Recent Low-Value
883,28,5,14008,At Risk / Lost
884,78,26,12851,Recent Low-Value
885,216,20,14814,Loyal Customers
886,154,6,1125,Champions
887,14,6,171,Champions
888,187,18,5646,Recent Low-Value
889,312,4,2785,Champions
890,7,17,9485,Recent Low-Value
891,3,14,18332,At Risk / Lost
892,111,14,10676,Loyal Customers
893,238,13,2122,Champions
894,363,7,15931,Champions
895,239,15,13040,At Risk / Lost
896,274,19,17782,Loyal Customers
897,294,35,4202,Loyal Customers
898,227,17,17388,Loyal Customers
899,15,35,3126,At Risk / Lost
900,192,19,6809,Champions
901,119,20,6069,Champions
902,28,36,2720,Loyal Customers
903,202,35,2746,At Risk / Lost
904,39,32,4965,At Risk / Lost
905,273,24,2389,At Risk / Lost
906,231,17,7470,Loyal Customers
907,86,7,13954,At Risk / Lost
908,126,1,9777,Loyal Customers
909,300,35,11443,Loyal Customers
910,25,32,17924,Loyal Customers
911,145,36,865,Recent Low-Value
912,13,13,12771,Loyal Customers
913,212,6,16258,At Risk / Lost
914,25,14,4192,Recent Low-Value
915,68,37,13075,Champions
916,67,15,9441,Champions
917,233,4,12434,At Risk / Lost
918,109,16,16177,At Risk / Lost
919,146,28,15935,At Risk / Lost
920,111,16,2766,At Risk / Lost
921,228,4,6068,Recent Low-Value
922,111,26,7741,At Risk / Lost
923,34,28,18665,Loyal Customers
924,111,32,9934,Champions
925,264,2,3988,At Risk / Lost
926,236,31,940,Loyal Customers
927,83,3,13973,At Risk / Lost
928,42,8,10946,Loyal Customers
929,101,24,5999,Recent Low-Value
930,6,15,665,Champions
931,180,31,6105,Champions
932,282,9,9256,Recent Low-Value
933,320,39,10574,Loyal Customers
934,226,2,9287,At Risk / Lost
935,315,8,7326,Loyal Customers
936,229,7,9479,Champions
937,289,39,5990,Recent Low-Value
938,150,16,13213,Recent Low-Value
939,277,35,4411,Loyal Customers
940,198,30,11546,Loyal Customers
941,70,10,8948,Recent Low-Value
942,112,38,19466,Champions
943,4,18,6183,At Risk / Lost
944,350,5,12698,At Risk / Lost
945,331,29,17040,Loyal Customers
946,318,39,19503,Recent Low-Value
947,350,34,2680,Recent Low-Value
948,95,23,13944,Recent Low-Value
949,152,5,9653,Champions
950,311,30,9486,Loyal Customers
951,137,6,19622,Loyal Customers
952,247,4,14735,Loyal Customers
953,243,29,771,Champions
954,31,23,877,Loyal Customers
955,40,6,3122,At Risk / Lost
956,229,32,18344,Loyal Customers
957,36,18,19623,Loyal Customers
958,223,15,13917,Loyal Customers
959,6,32,14360,Champions
960,322,9,1174,At Risk / Lost
961,220,37,10008,At Risk / Lost
962,75,10,9575,Recent Low-Value
963,4,20,12978,Recent Low-Value
964,335,6,15220,At Risk / Lost
965,134,3,2086,Loyal Customers
966,118,11,10925,Loyal Customers
967,94,17,9293,Loyal Customers
968,62,32,17530,Champions
969,194,4,2276,Loyal Customers
970,335,4,18822,Champions
971,203,17,10147,At Risk / Lost
972,26,19,16984,Loyal Customers
973,173,5,18717,Loyal Customers
974,300,32,4708,Recent Low-Value
975,133,22,12006,At Risk / Lost
976,326,6,7334,Loyal Customers
977,118,35,6710,Champions
978,324,22,10624,At Risk / Lost
979,275,1,17084,Recent Low-Value
980,212,20,13511,At Risk / Lost
981,225,22,9280,Champions
982,20,11,15325,Recent Low-Value
983,113,13,10173,Champions
984,140,3,4583,At Risk / Lost
985,47,9,6001,Recent Low-Value
986,1,12,6229,Champions
987,90,23,18238,At Risk / Lost
988,142,14,18948,Champions
989,320,33,10515,Loyal Customers
990,38,18,4582,At Risk / Lost
991,293,9,9786,Recent Low-Value
992,139,23,7500,Recent Low-Value
993,356,10,6906,Loyal Customers
994,333,19,10616,Champions
995,259,5,7496,Champions
996,161,23,7438,Recent Low-Value
997,178,30,10050,Champions
998,10,25,12600,At Risk / Lost
999,261,28,11645,At Risk / Lost
1000,138,34,5341,Recent Low-Value
1001,172,25,4795,At Risk / Lost
1002,13,10,11630,Recent Low-Value
1003,168,14,14412,Champions
1004,130,30,19072,Champions
1005,84,25,14418,Champions
1006,321,14,18266,Loyal Customers
1007,319,35,11424,Recent Low-Value
1008,101,34,3318,At Risk / Lost
1009,329,10,4116,Champions
1010,273,35,2937,Loyal Customers
1011,265,11,16412,At Risk / Lost
1012,38,11,7134,At Risk / Lost
1013,94,21,7409,At Risk / Lost
1014,95,21,14479,Champions
1015,305,22,4339,At Risk / Lost
1016,69,7,12228,Recent Low-Value
1017,318,17,15956,Loyal Customers
1018,236,2,9711,At Risk / Lost
1019,334,12,4250,At Risk / Lost
1020,137,18,11209,Recent Low-Value
1021,76,11,1546,At Risk / Lost
1022,35,16,12036,Champions
1023,1,18,11136,Champions
1024,296,35,6568,Champions
1025,320,26,14121,At Risk / Lost
1026,60,16,4275,Loyal Customers
1027,320,6,15490,Loyal Customers
1028,349,12,5180,At Risk / Lost
1029,328,13,15571,Loyal Customers
1030,267,4,14993,Loyal Customers
1031,361,39,17348,At Risk / Lost
1032,229,2,16109,Champions
1033,270,26,6317,At Risk / Lost
1034,316,27,5772,Champions
1035,286,27,1602,Champions
1036,291,15,1510,Loyal Customers
1037,213,8,3870,Loyal Customers
1038,165,7,10197,Champions
1039,5,12,4101,Champions
1040,339,13,19967,Loyal Customers
1041,78,17,698,Recent Low-Value
1042,62,17,11076,Champions
1043,132,36,19525,Champions
1044,89,21,6491,Champions
1045,237,8,16550,Loyal Customers
1046,42,5,15008,At Risk / Lost
1047,89,26,11690,Champions
1048,296,16,16379,Champions
1049,328,36,2850,Champions
1050,295,28,10016,At Risk / Lost
1051,104,29,6906,At Risk / Lost
1052,14,12,6529,Champions
1053,288,37,8223,Champions
1054,179,30,18115,Recent Low-Value
1055,125,23,6552,At Risk / Lost
1056,353,16,17258,Recent Low-Value
1057,23,14,15556,Champions
1058,63,10,4119,Champions
1059,143,7,12519,Champions
1060,153,37,1029,Champions
1061,145,29,19496,Loyal Customers
1062,225,3,6364,Loyal Customers
1063,309,15,8073,Loyal Customers
1064,104,36,9797,Recent Low-Value
1065,104,19,11236,At Risk / Lost
1066,39,13,19303,Champions
1067,198,21,1284,At Risk / Lost
1068,134,37,17011,Loyal Customers
1069,67,27,1016,Champions
1070,179,29,3674,Champions
1071,42,20,3419,Recent Low-Value
1072,15,25,17890,At Risk / Lost
1073,111,6,17725,Recent Low-Value
1074,157,36,5306,Loyal Customers
1075,289,2,19617,At Risk / Lost
1076,231,22,17282,Loyal Customers
1077,157,32,18007,Recent Low-Value
1078,38,16,5028,Recent Low-Value
1079,97,18,16205,Champions
1080,289,5,2988,At Risk / Lost
1081,254,36,2790,At Risk / Lost
1082,196,30,4191,Champions
1083,86,19,14060,At Risk / Lost
1084,322,23,790,Loyal Customers
1085,10,34,1595,Loyal Customers
1086,5,13,11185,Recent Low-Value
1087,123,29,17376,Loyal Customers
1088,330,36,10820,At Risk / Lost
1089,353,22,5973,Champions
1090,118,36,4603,Recent Low-Value
1091,294,9,11820,Champions
1092,159,39,14064,Recent Low-Value
1093,303,19,997,Recent Low-Value
1094,228,38,17194,Champions
1095,216,6,3795,Loyal Customers
1096,184,15,2786,Loyal Customers
1097,15,20,5878,Loyal Customers
1098,157,9,15250,Loyal Customers
1099,136,32,16899,Champions
1100,261,4,9763,At Risk / Lost
1101,157,18,4280,Recent Low-Value
1102,47,5,4362,Champions
1103,324,20,2615,Loyal Customers
1104,332,23,11336,Loyal Customers
1105,173,11,14204,Champions
1106,130,37,6716,Recent Low-Value
1107,95,22,17476,Champions
1108,115,4,4470,Champions
1109,243,29,18257,At Risk / Lost
1110,292,34,3916,Champions
1111,282,13,1856,At Risk / Lost
1112,299,9,2473,Recent Low-Value
1113,283,31,2676,Champions
1114,69,7,4284,Champions
1115,148,4,2497,Loyal Customers
1116,11,19,12774,Champions
1117,254,30,10426,Loyal Customers
1118,330,31,10646,Loyal Customers
1119,360,35,4635,Loyal Customers
1120,38,21,14699,Recent Low-Value
1121,134,31,9268,At Risk / Lost
1122,200,19,17218,Loyal Customers
1123,23,31,732,Champions
1124,303,32,13380,Champions
1125,346,2,14846,Loyal Customers
1126,302,10,4368,Loyal Customers
1127,363,2,19385,Champions
1128,218,2,18147,Loyal Customers
1129,141,24,15421,At Risk / Lost
1130,104,17,10307,At Risk / Lost
1131,210,32,5691,Recent Low-Value
1132,111,16,16326,Loyal Customers
1133,104,16,1154,Recent Low-Value
1134,316,39,8672,Recent Low-Value
1135,171,31,13679,Recent Low-Value
1136,356,24,19566,Loyal Customers
1137,324,1,10683,Recent Low-Value
1138,133,11,8107,At Risk / Lost
1139,293,21,16003,Recent Low-Value
1140,328,4,9884,At Risk / Lost
1141,127,7,4361,At Risk / Lost
1142,106,26,2489,Loyal Customers
1143,92,12,14039,Recent Low-Value
1144,287,31,11319,Loyal Customers
1145,51,17,9499,At Risk / Lost
1146,29,33,644,Champions
1147,296,11,2339,Recent Low-Value
1148,297,28,10659,Loyal Customers
1149,214,32,2727,Champions
1150,267,1,6718,Recent Low-Value
1151,257,28,12223,Recent Low-Value
1152,302,7,6880,Loyal Customers
1153,101,2,8115,Champions
1154,346,24,3230,Loyal Customers
1155,110,4,16580,Recent Low-Value
1156,182,19,14931,Recent Low-Value
1157,313,26,2808,At Risk / Lost
1158,1,11,5497,Recent Low-Value
1159,319,11,11628,Recent Low-Value
1160,55,3,16940,Champions
1161,149,12,6014,Champions
1162,309,3,4468,At Risk / Lost
1163,137,27,11279,At Risk / Lost
1164,202,2,12176,At Risk / Lost
1165,313,16,18421,Loyal Customers
1166,117,2,14048,Loyal Customers
1167,154,30,17630,At Risk / Lost
1168,291,20,13924,Loyal Customers
1169,63,38,4399,Recent Low-Value
1170,244,28,14220,At Risk / Lost
1171,25,25,8218,At Risk / Lost
1172,90,32,10856,Loyal Customers
1173,75,10,8053,Champions
1174,294,33,4884,At Risk / Lost
1175,210,13,15285,Loyal Customers
1176,347,37,9124,Loyal Customers
1177,17,16,14774,Champions
1178,128,22,17945,At Risk / Lost
1179,364,20,11808,Champions
1180,251,27,1259,Recent Low-Value
1181,179,16,486,Champions
1182,182,34,7292,Champions
1183,152,32,10845,Loyal Customers
1184,25,26,10010,Champions
1185,180,25,3509,Recent Low-Value
1186,198,2,17173,Loyal Customers
1187,344,12,13280,Recent Low-Value
1188,161,9,17436,Champions
1189,177,12,6242,Recent Low-Value
1190,285,26,6067,Recent Low-Value
1191,63,9,7305,Champions
1192,150,10,16106,Champions
1193,154,32,12209,Loyal Customers
1194,156,34,13134,Loyal Customers
1195,49,20,2584,At Risk / Lost
1196,337,39,1954,Loyal Customers
1197,84,2,11731,Champions
1198,361,1,19715,Recent Low-Value
1199,177,36,2697,Recent Low-Value
1200,148,24,7929,Loyal Customers
1201,118,27,8286,Loyal Customers
1202,342,2,4083,Champions
1203,63,31,6784,Recent Low-Value
1204,189,14,10483,At Risk / Lost
1205,360,2,17140,At Risk / Lost
1206,49,29,12104,Loyal Customers
1207,327,15,12203,At Risk / Lost
1208,257,12,6412,Champions
1209,224,37,8038,At Risk / Lost
1210,141,28,10054,Loyal Customers
1211,215,20,19769,Champions
1212,211,39,9877,Recent Low-Value
1213,318,24,3663,Champions
1214,32,21,5141,Loyal Customers
1215,158,10,11392,Loyal Customers
1216,285,14,8126,At Risk / Lost
1217,305,37,14023,At Risk / Lost
1218,286,18,19728,Recent Low-Value
1219,144,24,17524,Recent Low-Value
1220,19,14,18757,Loyal Customers
1221,18,34,3729,Loyal Customers
1222,257,12,2214,Loyal Customers
1223,78,22,1777,Recent Low-Value
1224,175,6,3194,Loyal Customers
1225,194,36,2384,Recent Low-Value
1226,113,36,5152,Loyal Customers
1227,114,22,18073,Champions
1228,222,14,19004,Champions
1229,166,16,12147,Loyal Customers
1230,319,36,794,Champions
1231,132,25,15688,Recent Low-Value
1232,264,32,13155,At Risk / Lost
1233,55,33,16180,Champions
1234,359,36,6804,At Risk / Lost
1235,131,20,7468,Champions
1236,288,18,2071,Recent Low-Value
1237,266,38,14693,Champions
1238,162,3,8155,Champions
1239,87,23,11541,Loyal Customers
1240,55,32,14777,At Risk / Lost
1241,288,16,1968,At Risk / Lost
1242,178,5,18155,Recent Low-Value
1243,349,4,1828,Recent Low-Value
1244,8,21,7732,At Risk / Lost
1245,321,14,12143,Loyal Customers
1246,313,39,6503,Loyal Customers
1247,247,31,15832,At Risk / Lost
1248,323,14,18626,Champions
1249,255,6,9440,At Risk / Lost
1250,328,12,6284,Champions
1251,54,16,353,At Risk / Lost
1252,249,17,4202,Champions
1253,239,23,3642,Loyal Customers
1254,229,14,19259,At Risk / Lost
1255,67,7,6312,Recent Low-Value
1256,51,32,4737,Champions
1257,97,15,11625,Loyal Customers
1258,92,17,11571,Recent Low-Value
1259,264,34,12600,Loyal Customers
1260,291,5,15347,Champions
1261,96,27,10632,At Risk / Lost
1262,88,23,13618,Loyal Customers
1263,78,14,6576,At Risk / Lost
1264,288,15,19632,At Risk / Lost
1265,120,33,19843,Loyal Customers
1266,302,31,1104,Loyal Customers
1267,165,35,10386,Loyal Customers
1268,182,17,4817,At Risk / Lost
1269,223,28,3371,Recent Low-Value
1270,311,19,12814,Champions
1271,7,23,309,Recent Low-Value
1272,330,32,5639,At Risk / Lost
1273,263,13,16637,Loyal Customers
1274,161,20,8706,Loyal Customers
1275,151,35,11716,Champions
1276,85,5,1384,Champions
1277,147,9,3248,Recent Low-Value
1278,112,29,868,Recent Low-Value
1279,36,6,5707,Champions
1280,285,25,19686,At Risk / Lost
1281,188,31,19271,Recent Low-Value
1282,82,22,18694,Loyal Customers
1283,2,2,7499,Loyal Customers
1284,303,5,458,At Risk / Lost
1285,197,27,949,Champions
1286,11,25,7598,Recent Low-Value
1287,234,8,4622,Loyal Customers
1288,195,1,19028,Champions
1289,119,20,12873,Recent Low-Value
1290,20,23,18315,At Risk / Lost
1291,261,32,17956,Loyal Customers
1292,293,11,9728,At Risk / Lost
1293,256,39,429,At Risk / Lost
1294,222,24,5951,At Risk / Lost
1295,226,11,7132,Recent Low-Value
1296,53,29,15426,At Risk / Lost
1297,355,26,5366,Recent Low-Value
1298,342,16,4454,Recent Low-Value
1299,364,35,15182,At Risk / Lost
1300,280,20,4822,At Risk / Lost
1301,81,3,17872,Champions
1302,202,1,9011,Loyal Customers
1303,158,1,3335,Champions
1304,120,17,4676,Loyal Customers
1305,59,2,1200,Loyal Customers
1306,215,29,8964,Champions
1307,128,20,8808,Champions
1308,224,6,19016,Loyal Customers
1309,209,8,17265,Loyal Customers
1310,115,29,14539,Loyal Customers
1311,209,33,11850,Recent Low-Value
1312,14,3,9881,Loyal Customers
1313,9,35,5095,At Risk / Lost
1314,40,5,17985,At Risk / Lost
1315,237,27,12086,At Risk / Lost
1316,281,12,12610,Champions
1317,359,20,19564,Champions
1318,201,20,9368,Champions
1319,246,9,602,Loyal Customers
1320,278,39,9631,At Risk / Lost
1321,235,4,8109,Loyal Customers
1322,4,19,17107,Recent Low-Value
1323,154,38,11642,Recent Low-Value
1324,29,27,17534,Champions
1325,109,13,17813,Recent Low-Value
1326,98,13,13535,At Risk / Lost
1327,215,22,4214,Recent Low-Value
1328,293,28,13668,Champions
1329,75,22,3467,Loyal Customers
1330,326,19,8195,Recent Low-Value
1331,146,8,5241,At Risk / Lost
1332,128,8,4051,At Risk / Lost
1333,341,26,14987,At Risk / Lost
1334,42,26,1673,Loyal Customers
1335,356,23,13459,At Risk / Lost
1336,41,13,19118,Champions
1337,34,28,2868,Champions
1338,17,9,5402,At Risk / Lost
1339,165,20,13846,Recent Low-Value
1340,153,19,1311,At Risk / Lost
1341,76,39,15545,Champions
1342,87,12,15915,Champions
1343,117,15,1260,Champions
1344,362,31,7141,Recent Low-Value
1345,342,14,18867,Recent Low-Value
1346,27,11,10946,Recent Low-Value
1347,313,26,5976,Champions
1348,287,27,12989,Loyal Customers
1349,134,11,13982,At Risk / Lost
1350,219,38,14838,At Risk / Lost
1351,168,34,1195,Champions
1352,98,19,6001,Recent Low-Value
1353,268,6,8315,Loyal Customers
1354,237,38,13011,Loyal Customers
1355,309,28,14223,Recent Low-Value
1356,173,1,1179,At Risk / Lost
1357,190,35,12610,At Risk / Lost
1358,122,8,19331,Loyal Customers
1359,46,7,18444,Loyal Customers
1360,64,11,1573,Recent Low-Value
1361,130,39,4988,At Risk / Lost
1362,310,4,5079,Loyal Customers
1363,363,25,1312,At Risk / Lost
1364,193,12,9101,Loyal Customers
1365,307,26,13348,Recent Low-Value
1366,181,38,519,At Risk / Lost
1367,292,12,15708,Loyal Customers
1368,282,37,3759,Loyal Customers
1369,29,24,5383,Loyal Customers
1370,149,16,10815,Loyal Customers
1371,267,13,16265,Recent Low-Value
1372,296,25,1440,At Risk / Lost
1373,11,4,14905,At Risk / Lost
1374,164,11,10684,Champions
1375,113,32,14880,At Risk / Lost
1376,187,7,5237,Champions
1377,295,11,17845,Loyal Customers
1378,232,28,691,Recent Low-Value
1379,227,23,626,Recent Low-Value
1380,310,23,7955,Loyal Customers
1381,98,28,10795,Champions
1382,55,26,1392,Loyal Customers
1383,111,25,18138,Recent Low-Value
1384,152,29,16671,Recent Low-Value
1385,246,19,19242,At Risk / Lost
1386,69,33,8725,Champions
1387,312,36,6531,At Risk / Lost
1388,289,14,16026,Recent Low-Value
1389,250,14,11804,Recent Low-Value
1390,36,35,537,At Risk / Lost
1391,239,30,10880,At Risk / Lost
1392,148,28,17316,Recent Low-Value
1393,227,17,9088,At Risk / Lost
1394,244,3,9053,At Risk / Lost
1395,337,16,5894,Champions
1396,201,30,3674,Recent Low-Value
1397,154,29,16401,Loyal Customers
1398,73,15,784,Champions
1399,201,25,4333,Loyal Customers
1400,296,38,17061,At Risk / Lost
1401,17,38,13097,At Risk / Lost
1402,129,23,8107,Loyal Customers
1403,217,25,16711,At Risk / Lost
1404,61,7,2428,At Risk / Lost
1405,104,22,19215,Champions
1406,42,17,9119,Loyal Customers
1407,25,18,16914,Champions
1408,39,10,9355,Loyal Customers
1409,291,10,18193,Champions
1410,131,7,5882,Recent Low-Value
1411,229,38,1334,Recent Low-Value
1412,108,27,5305,Loyal Customers
1413,172,33,1520,Recent Low-Value
1414,102,1,17252,Champions
1415,354,34,9696,Loyal Customers
1416,12,4,19588,Recent Low-Value
1417,275,17,4455,Recent Low-Value
1418,101,4,19789,Loyal Customers
1419,44,26,18022,Recent Low-Value
1420,305,4,17815,Recent Low-Value
1421,17,1,8361,Loyal Customers
1422,330,7,13865,Recent Low-Value
1423,57,30,6044,Recent Low-Value
1424,311,9,7226,Recent Low-Value
1425,303,35,16964,Recent Low-Value
1426,12,8,5363,At Risk / Lost
1427,318,24,15400,Loyal Customers
1428,80,19,2893,At Risk / Lost
1429,216,36,2992,At Risk / Lost
1430,339,27,1298,Champions
1431,264,32,18856,At Risk / Lost
1432,149,14,18376,At Risk / Lost
1433,81,18,1983,Champions
1434,215,28,897,Recent Low-Value
1435,198,29,8309,Recent Low-Value
1436,200,16,8335,At Risk / Lost
1437,25,35,16638,Champions
1438,89,31,15357,Recent Low-Value
1439,268,4,8150,Champions
1440,143,37,6047,Loyal Customers
1441,59,17,9717,Loyal Customers
1442,26,39,1992,Loyal Customers
1443,47,26,3524,Loyal Customers
1444,288,39,9550,At Risk / Lost
1445,266,4,13518,Loyal Customers
1446,16,30,2115,Loyal Customers
1447,199,30,4933,Champions
1448,282,22,9994,Recent Low-Value
1449,86,11,16042,Champions
1450,250,2,9165,At Risk / Lost
1451,270,12,665,Loyal Customers
1452,335,30,7512,Recent Low-Value
1453,117,36,18502,Recent Low-Value
1454,7,18,10177,Loyal Customers
1455,137,26,10415,Loyal Customers
1456,176,7,12934,At Risk / Lost
1457,328,1,2414,At Risk / Lost
1458,315,26,4512,Loyal Customers
1459,215,23,3983,Loyal Customers
1460,82,26,11484,Loyal Customers
1461,223,6,10151,Loyal Customers
1462,103,6,8316,Recent Low-Value
1463,273,8,11795,At Risk / Lost
1464,14,24,8002,Loyal Customers
1465,159,22,13287,Loyal Customers
1466,152,19,17673,Recent Low-Value
1467,108,37,12388,Champions
1468,188,18,14310,Loyal Customers
1469,301,31,6984,Recent Low-Value
1470,98,37,19641,Recent Low-Value
1471,131,30,10659,Champions
1472,293,33,18225,At Risk / Lost
1473,171,10,3788,At Risk / Lost
1474,183,37,14214,At Risk / Lost
1475,364,12,5469,Loyal Customers
1476,39,30,12038,At Risk / Lost
1477,15,27,4123,Loyal Customers
1478,4,39,16082,Loyal Customers
1479,349,9,17200,Recent Low-Value
1480,210,21,4067,At Risk / Lost
1481,161,12,7523,At Risk / Lost
1482,16,29,6550,At Risk / Lost
1483,108,33,12313,Loyal Customers
1484,311,15,3315,Loyal Customers
1485,227,2,490,At Risk / Lost
1486,170,39,19521,Loyal Customers
1487,34,18,332,Loyal Customers
1488,251,3,19615,Champions
1489,247,7,7734,Champions
1490,269,18,11598,At Risk / Lost
1491,141,38,11016,At Risk / Lost
1492,274,37,333,Champions
1493,96,33,1491,Loyal Customers
1494,227,31,11184,Loyal Customers
1495,39,11,9547,Recent Low-Value
1496,302,4,14284,At Risk / Lost
1497,29,18,11982,At Risk / Lost
1498,318,4,14938,At Risk / Lost
1499,245,34,17373,Recent Low-Value
1500,236,29,8002,Recent Low-Value
1501,185,24,12979,Loyal Customers
1502,272,22,17229,Champions
1503,236,2,10011,Champions
1504,239,6,527,Champions
1505,266,25,831,Loyal Customers
1506,359,21,899,Champions
1507,340,16,7125,Recent Low-Value
1508,65,31,14581,Recent Low-Value
1509,177,14,7724,At Risk / Lost
1510,3,39,15061,Champions
1511,142,28,19022,Recent Low-Value
1512,158,32,8332,At Risk / Lost
1513,324,28,3467,Champions
1514,146,9,13362,Champions
1515,293,22,5329,Recent Low-Value
1516,153,32,18899,At Risk / Lost
1517,193,5,13847,At Risk / Lost
1518,73,23,19433,Recent Low-Value
1519,305,5,4361,Recent Low-Value
1520,344,32,3566,Recent Low-Value
1521,140,10,13885,Champions
1522,187,39,3188,Recent Low-Value
1523,293,15,13115,Recent Low-Value
1524,61,7,1215,Loyal Customers
1525,198,29,4678,Recent Low-Value
1526,295,3,2690,Recent Low-Value
1527,319,19,7472,Champions
1528,302,10,3673,At Risk / Lost
1529,344,28,3078,Champions
1530,11,29,10739,Loyal Customers
1531,62,15,9522,Recent Low-Value
1532,333,35,10958,Recent Low-Value
1533,226,6,5075,Recent Low-Value
1534,153,12,5025,Recent Low-Value
1535,199,38,10886,Recent Low-Value
1536,52,13,19914,Recent Low-Value
1537,260,29,14816,Loyal Customers
1538,59,19,2095,Recent Low-Value
1539,72,3,13944,Recent Low-Value
1540,148,8,3991,Recent Low-Value
1541,349,8,15622,Loyal Customers
1542,63,20,7245,Recent Low-Value
1543,310,4,8598,Loyal Customers
1544,243,21,9654,Champions
1545,330,3,2202,Recent Low-Value
1546,107,8,3130,At Risk / Lost
1547,226,23,8624,Loyal Customers
1548,313,16,8207,Champions
1549,218,13,16726,Loyal Customers
1550,241,3,18368,Loyal Customers
1551,259,9,15035,Champions
1552,262,14,9724,Recent Low-Value
1553,5,13,15923,Recent Low-Value
1554,261,7,7963,Loyal Customers
1555,54,15,3209,Champions
1556,47,7,18670,Recent Low-Value
1557,215,38,12582,Loyal Customers
1558,177,34,1650,At Risk / Lost
1559,9,22,746,Champions
1560,99,24,13507,At Risk / Lost
1561,20,37,12800,At Risk / Lost
1562,241,1,637,Loyal Customers
1563,61,10,14266,Champions
1564,178,16,6672,Recent Low-Value
1565,338,8,334,Recent Low-Value
1566,62,25,14167,Loyal Customers
1567,145,12,9796,Recent Low-Value
1568,216,25,14250,Recent Low-Value
1569,3,17,17858,At Risk / Lost
1570,160,26,2009,At Risk / Lost
1571,227,14,12250,Champions
1572,269,36,180,At Risk / Lost
1573,120,23,2183,Recent Low-Value
1574,89,6,13478,Champions
1575,329,5,15317,Champions
1576,68,25,18174,Loyal Customers
1577,357,18,17240,At Risk / Lost
1578,98,13,2770,Champions
1579,267,14,3851,Recent Low-Value
1580,105,28,11844,Champions
1581,323,18,5361,Champions
1582,123,28,14791,Loyal Customers
1583,29,27,6952,Recent Low-Value
1584,137,32,1594,Recent Low-Value
1585,195,9,17385,At Risk / Lost
1586,226,32,772,Recent Low-Value
1587,332,20,8730,Champions
1588,170,28,10368,Recent Low-Value
1589,9,33,544,Recent Low-Value
1590,40,4,9257,Champions
1591,25,34,12082,Loyal Customers
1592,261,3,8755,At Risk / Lost
1593,226,26,18682,At Risk / Lost
1594,124,8,2387,Loyal Customers
1595,38,6,12057,Champions
1596,328,16,4108,At Risk / Lost
1597,251,24,11796,Loyal Customers
1598,176,39,9204,Loyal Customers
1599,90,30,596,Loyal Customers
1600,37,13,1563,At Risk / Lost
1601,316,5,12559,At Risk / Lost
1602,176,25,16977,At Risk / Lost
1603,284,20,17910,At Risk / Lost
1604,81,18,9984,Recent Low-Value
1605,114,18,18277,Loyal Customers
1606,40,2,2823,Recent Low-Value
1607,301,10,17142,Loyal Customers
1608,224,12,4861,At Risk / Lost
1609,318,13,7730,At Risk / Lost
1610,349,11,16475,Recent Low-Value
1611,115,19,8841,Champions
1612,186,35,4450,At Risk / Lost
1613,323,39,307,Champions
1614,56,26,4290,Loyal Customers
1615,40,14,1983,Recent Low-Value
1616,354,24,2986,Champions
1617,40,1,16961,Champions
1618,347,22,9053,At Risk / Lost
1619,237,23,8481,Champions
1620,289,19,13895,Champions
1621,262,18,17239,Loyal Customers
1622,216,12,9738,Recent Low-Value
1623,147,28,5031,At Risk / Lost
1624,336,28,9955,At Risk / Lost
1625,168,33,5824,Champions
1626,92,19,12520,Loyal Customers
1627,353,28,4160,Champions
1628,59,37,4865,Champions
1629,59,26,6653,At Risk / Lost
1630,304,35,7478,Champions
1631,169,34,18173,Champions
1632,269,35,17800,Loyal Customers
1633,363,16,7230,At Risk / Lost
1634,45,38,3286,Recent Low-Value
1635,345,13,5889,Loyal Customers
1636,181,23,16222,Loyal Customers
1637,170,22,17629,Loyal Customers
1638,356,16,8042,At Risk / Lost
1639,191,28,7648,Champions
1640,155,35,17044,Recent Low-Value
1641,188,8,18396,At Risk / Lost
1642,7,22,18348,Champions
1643,133,21,396,Loyal Customers
1644,235,26,2509,At Risk / Lost
1645,45,21,1561,Champions
1646,314,25,2368,Recent Low-Value
1647,249,1,17478,Recent Low-Value
1648,31,6,6654,Champions
1649,23,23,16491,At Risk / Lost
1650,160,23,18999,Loyal Customers
1651,363,23,17901,Champions
1652,158,32,18800,Loyal Customers
1653,39,30,7458,Recent Low-Value
